Date,Close,High,Low,Open,Volume,Ticker
21-10-2015,25.56478119,25.97378166,25.55129649,25.61871485,167180800,AAPL
22-10-2015,25.95580292,25.95580292,25.64118678,25.69287442,166616400,AAPL
23-10-2015,26.76032448,26.79403366,26.14232909,26.22547646,237467600,AAPL
26-10-2015,25.90636253,26.54683004,25.82546119,26.53559479,265335200,AAPL
27-10-2015,25.74231339,26.18951677,25.61646591,25.93332977,279537600,AAPL
28-10-2015,26.80301476,26.80975796,26.08164597,26.27715781,342205600,AAPL
29-10-2015,27.0861721,27.12212902,26.57829185,26.67492391,204909200,AAPL
30-10-2015,26.85470963,27.24123794,26.84347266,27.18955029,197461200,AAPL
02-11-2015,27.23224258,27.27269325,26.87942353,27.14684749,128813200,AAPL
03-11-2015,27.54461288,27.75136,27.12437545,27.14460165,182076000,AAPL
04-11-2015,27.41652107,27.82552156,27.33112597,27.67046036,179544400,AAPL
05-11-2015,27.29013443,27.6896023,27.12312615,27.50002389,158210800,AAPL
06-11-2015,27.32172775,27.49099337,27.22242643,27.33301282,132169200,AAPL
09-11-2015,27.21113777,27.49098975,27.09378105,27.29915575,135485600,AAPL
10-11-2015,26.35352898,26.64692342,26.19329106,26.38286945,236511600,AAPL
11-11-2015,26.2045784,26.5002285,26.00145928,26.26325764,180872000,AAPL
12-11-2015,26.11655807,26.36481398,26.10076002,26.23842953,130102400,AAPL
13-11-2015,25.35373688,26.08270837,25.33793882,25.99920337,183249600,AAPL
16-11-2015,25.76899719,25.78253789,25.05131092,25.13707154,152426800,AAPL
17-11-2015,25.65841103,25.96534615,25.57490604,25.93600567,110467600,AAPL
18-11-2015,26.47088814,26.51602495,26.06690729,26.12558652,186698800,AAPL
19-11-2015,26.80715179,27.02606887,26.35126396,26.54986827,173183200,AAPL
20-11-2015,26.9245224,27.06444756,26.82296198,26.90195227,137148400,AAPL
23-11-2015,26.57470703,27.0215691,26.48217432,26.91775132,129930000,AAPL
24-11-2015,26.8297348,26.93580822,26.43252596,26.47992014,171212800,AAPL
25-11-2015,26.63790131,26.9087274,26.61307554,26.90421268,85553200,AAPL
27-11-2015,26.5882473,26.72366119,26.54085312,26.69657807,52185600,AAPL
30-11-2015,26.69883347,26.94934674,26.57470464,26.62886917,156721200,AAPL
01-12-2015,26.48216629,26.81392714,26.37383727,26.80038644,139409600,AAPL
02-12-2015,26.24294281,26.65595136,26.197806,26.48217101,133546400,AAPL
03-12-2015,25.99919891,26.35804293,25.77802613,26.30387841,166278000,AAPL
04-12-2015,26.86358643,26.91323796,25.97889172,26.01951555,231108000,AAPL
07-12-2015,26.69431877,27.05090546,26.58824536,26.85230106,128336800,AAPL
08-12-2015,26.6830349,26.76653817,26.37384239,26.52279525,137238000,AAPL
09-12-2015,26.0939846,26.56115757,25.97211317,26.54987251,185445600,AAPL
10-12-2015,26.21811676,26.3918971,26.0691639,26.188778,116850800,AAPL
11-12-2015,25.54331589,26.04208515,25.46883859,25.99694833,187544800,AAPL
14-12-2015,25.38533211,25.43046892,24.77823215,25.31762517,257274800,AAPL
15-12-2015,24.93620682,25.45754602,24.90461071,25.26345467,213292400,AAPL
16-12-2015,25.12804794,25.27474518,24.55480315,25.06711307,224954000,AAPL
17-12-2015,24.59542847,25.33342595,24.59542847,25.28151706,179091200,AAPL
18-12-2015,23.92964363,24.71729247,23.87999211,24.57962469,385813200,AAPL
21-12-2015,24.22304153,24.23206924,23.82583102,24.21175647,190362400,AAPL
22-12-2015,24.20047188,24.31105827,24.02443418,24.23883834,131157600,AAPL
23-12-2015,24.51192665,24.56609118,24.19370636,24.20950442,130629600,AAPL
24-12-2015,24.38101959,24.59993674,24.36296418,24.59993674,54281600,AAPL
28-12-2015,24.10794067,24.30428943,23.9635008,24.28171931,106816800,AAPL
29-12-2015,24.54126549,24.69699046,24.11697348,24.13954189,123724800,AAPL
30-12-2015,24.22078514,24.53223331,24.18918903,24.5051519,100855200,AAPL
31-12-2015,23.75586128,24.15532731,23.65655825,24.15081432,163649200,AAPL
04-01-2016,23.77618027,23.78069498,23.02012741,23.15779693,270597600,AAPL
05-01-2016,23.1803627,23.88902131,23.11265749,23.8664529,223164000,AAPL
06-01-2016,22.72673035,23.10362978,22.53941103,22.69513423,273829600,AAPL
07-01-2016,21.76756096,22.59809111,21.76304797,22.27084489,324377600,AAPL
08-01-2016,21.88265991,22.36788838,21.8375231,22.24150393,283192000,AAPL
11-01-2016,22.23698616,22.35660024,21.96841752,22.3362892,198957600,AAPL
12-01-2016,22.55971909,22.72447169,22.3069485,22.69287559,196616800,AAPL
13-01-2016,21.97970009,22.83731307,21.95938904,22.64096437,249758400,AAPL
14-01-2016,22.46042061,22.67708214,21.60732208,22.10834864,252680400,AAPL
15-01-2016,21.92102814,22.05192731,21.52156199,21.71113868,319335600,AAPL
19-01-2016,21.81494904,22.26406656,21.55315078,22.20990206,212350800,AAPL
20-01-2016,21.8442955,22.16025838,21.08372793,21.46288304,289337600,AAPL
