,0
2024-01-01,0.004350044156820399
2024-01-02,-0.0004499417793250225
2024-01-03,0.005491303234784995
2024-01-04,0.01210826163632966
2024-01-05,-0.0011747950423746604
2024-01-08,-0.0011746709356675275
2024-01-09,0.012532964886891478
2024-01-10,0.006396499354703258
2024-01-11,-0.002953654682186599
2024-01-12,0.004696606514234744
2024-01-15,-0.0029078703857021893
2024-01-16,-0.002925347922219892
2024-01-17,0.002424300944449527
2024-01-18,-0.013867801092582902
2024-01-19,-0.012443915095762042
2024-01-22,-0.0036552560981463976
2024-01-23,-0.007061045517652818
2024-01-24,0.002970724644416656
2024-01-25,-0.0062687787284432086
2024-01-26,-0.010080774388845394
2024-01-29,0.01167450138647925
2024-01-30,-0.0011114703133892324
2024-01-31,0.0011057033412007022
2024-02-01,-0.010174845852222334
2024-02-02,-0.003519908496571664
2024-02-05,0.0014337340585282602
2024-02-06,-0.00810545552331042
2024-02-07,0.0034352481655307524
2024-02-08,-0.00394516362284418
2024-02-09,-0.0016097593931759294
2024-02-12,-0.003953236356710933
2024-02-13,0.01459714505272627
2024-02-14,0.0004932086665348892
2024-02-15,-0.007400304981940246
2024-02-16,0.006813093179828153
2024-02-19,-0.008633472440521081
2024-02-20,0.002174098467573796
2024-02-21,-0.01421847561764483
2024-02-22,-0.009444904705363964
2024-02-23,0.002083369160662464
2024-02-26,0.006177520730095927
2024-02-27,0.0018906605370473803
2024-02-28,-0.00027898074690777723
2024-02-29,-0.0016808918972526306
2024-03-01,-0.010581337603197473
2024-03-04,-0.004846272642254912
2024-03-05,-0.0028868637110305885
2024-03-06,0.008586330998021564
2024-03-07,0.003192748209899606
2024-03-08,-0.01273209276907754
2024-03-11,0.0030450826292989395
2024-03-12,-0.002315710328416795
2024-03-13,-0.004521811247041777
2024-03-14,0.005219076218517664
2024-03-15,0.008388861919097034
2024-03-18,0.007635054084152581
2024-03-19,-0.005748650082860974
2024-03-20,-0.001742187758492613
2024-03-21,0.0030993542607916217
2024-03-22,0.007969666092628535
2024-03-25,-0.0030269786704977667
2024-03-26,-0.0008082118502453457
2024-03-27,-0.007767868213199216
2024-03-28,-0.008447234030377854
2024-03-29,0.006737355980590334
2024-04-01,0.010847449048693902
2024-04-02,5.089274214926996e-05
2024-04-03,0.008181233753221726
2024-04-04,0.0033289494878037096
2024-04-05,-0.004281408866305261
2024-04-08,0.00332713208691486
2024-04-09,0.01222170170150272
2024-04-10,0.00032441869539407927
2024-04-11,0.012422832391577524
2024-04-12,-0.019208173458477567
2024-04-15,0.006808237033861005
2024-04-16,0.0012532520807108675
2024-04-17,-0.0016650450176562428
2024-04-18,0.0012888843661612668
2024-04-19,-0.014429370652294868
2024-04-22,-0.0010653252911908499
2024-04-23,0.003294755393166239
2024-04-24,0.011767066970922141
2024-04-25,-0.0033225165032854304
2024-04-26,-0.005516399075739006
2024-04-29,-0.0031976886359038484
2024-04-30,0.007515027675413995
2024-05-01,0.003080362893512521
2024-05-02,-0.0034093726295232976
2024-05-03,0.004475175192627863
2024-05-06,0.0013290753908452818
2024-05-07,0.007917505962833922
2024-05-08,-0.004711784457798925
2024-05-09,-0.0018816549160398568
2024-05-10,-0.002368820933986251
2024-05-13,-0.010467895026999558
2024-05-14,0.002833696984599272
2024-05-15,0.00256863046275314
2024-05-16,0.0006338921941405604
2024-05-17,-0.0011780739495795586
2024-05-20,-0.010103959037397178
2024-05-21,-0.0025845416596180087
2024-05-22,-0.001995440137394955
2024-05-23,-0.005469408010134526
2024-05-24,-0.000623967285037131
2024-05-27,0.0036495754785347695
2024-05-28,0.014853463298207541
2024-05-29,0.0019149223157598856
2024-05-30,0.0025421360492950988
2024-05-31,3.247986883312098e-05
2024-06-03,-0.013909308929077437
2024-06-04,0.0003948120360061843
2024-06-05,0.0010505356864299986
2024-06-06,0.01921559823403083
2024-06-07,-0.0008588741183827745
2024-06-10,0.0028747217418872324
2024-06-11,0.0003328417803608963
2024-06-12,-0.008239137476888389
2024-06-13,0.009234166551859926
2024-06-14,0.006279317543991827
2024-06-17,0.0065748775551898574
2024-06-18,-0.0062790849070158234
2024-06-19,0.01119936634470419
2024-06-20,-0.010001759868476096
2024-06-21,0.00503146073903701
2024-06-24,0.017153526220425406
2024-06-25,-0.006892512707252248
2024-06-26,-0.0036855703634745746
2024-06-27,0.0013485316090381034
2024-06-28,-0.0032106801103820083
2024-07-01,-0.011126675635513724
2024-07-02,0.0011135254680481959
2024-07-03,-0.007435023171446549
2024-07-04,0.004175260364561803
2024-07-05,-0.006354955828043738
2024-07-08,0.012311640907064582
2024-07-09,-0.005325600262174065
2024-07-10,-0.0018393181297465216
2024-07-11,0.006744850222179298
2024-07-12,-0.008709221558898356
2024-07-15,0.002314673581505356
2024-07-16,0.010476308540641847
